id,name,alcoholic,category,glassType,instructions,drinkThumbnail,ingredients,ingredientMeasures,desciription,imageDescription
402,vodka fizz,Alcoholic,other / unknown,white wine glass,"Blend all ingredients, save nutmeg. Pour into large white wine glass and sprinkle nutmeg on top.",https://www.thecocktaildb.com/images/media/drink/xwxyux1441254243.jpg,"['vodka','half-and-half','limeade','ice','nutmeg']","['2 oz','2 oz','2 oz', none, none]","The Vodka Fizz is a refreshing twist on the classic Fizz family, which dates back to the 18th century. It��s a simple yet elegant blend of vodka, cream, citrus, and spice, drawing inspiration from the popularity of creamy cocktails in the 1950s and 60s.","This crisp cocktail features a refreshing white liquid in a short-stemmed glass filled with large ice cubes, accented by a vibrant green sprig of mint for a perfect garnish. The combination of the ice and garnish against the clear drink creates an inviting visual."
403,vodka lemon,Alcoholic,cocktail,highball glass,"The vodka lemon is prepared directly in a highball glass or in a large tumbler: put 6-7 ice cubes in the glass, pour the vodka, lemonade and mix with a bar spoon. Finally decorate with a slice of lemon and, if you prefer, add a few mint leaves. Your vodka lemon is ready to be served.",https://www.thecocktaildb.com/images/media/drink/mql55h1643820632.jpg,"['vodka','lemon juice','lemon peel','ice']","['5 cl','7 cl','1 slice','cubes']","Vodka Lemon is a classic Sour, a cocktail family known for its simple, tart, and refreshing nature. While its exact origin is unknown, it��s likely a contemporary riff on the Whiskey Sour, taking advantage of Vodka��s versatility.","The drink has a bright yellow hue and is served in a faceted glass. It is garnished with a fresh slice of lemon and a sprig of mint, adding a touch of freshness to the vibrant appearance."
404,vodka slime,Alcoholic,cocktail,highball glass,"Fill glass with ice. Add vodka, 7-up then finish with the lime juice.",https://www.thecocktaildb.com/images/media/drink/apex461643588115.jpg,"['sprite','lime juice','vodka']","['1 cup','1/2 shot','1 1/2 shot']","Vodka Slime is a simple and refreshing cocktail made with vodka, lemon-lime soda, and lime juice. True to its name, the fun combination and refreshing taste make it a great drink for hot weather.","The cocktail is a vibrant green margarita with a salted rim, garnished with a fresh lime wedge, presented in a classic short, square-shaped glass."
405,vodka tonic,Alcoholic,cocktail,highball glass,"Wash and cut 1 wedge and 1 slice of lime or lemon. Fill a tumbler with fresh ice. Pour the desired dose of vodka and top up with the tonic. Squeeze the lime wedge into the glass and decorate with the slice. That's all, very simple: it's just the recipe for happiness!",https://www.thecocktaildb.com/images/media/drink/9koz3f1643821062.jpg,"['vodka','tonic water','lemon peel']","['4 cl','10 cl','1 slice']","The Vodka Tonic is a simple and clean cocktail made with vodka and tonic water. Also known as ""Botonic,"" it's a variation of the gin-based gin and tonic. It's a great option for those who don't enjoy the distinctive flavor of gin.","The cocktail in a textured glass features vibrant yellow lemon slices, a fresh mint sprig, and a few ice cubes, creating a refreshing and appealing visual presentation. The layered lemons and cool green of the mint contrast beautifully against the crystal-clear liquid, highlighting the drink's crisp and tangy flavor profile."
406,vodka martini,Alcoholic,ordinary drink,cocktail glass,"Shake the vodka and vermouth together with a number of ice cubes, strain into a cocktail glass, add the olive and serve.",https://www.thecocktaildb.com/images/media/drink/qyxrqw1439906528.jpg,"['vodka','dry vermouth','olive']","['1 1/2 oz','3/4 oz','1']","The Vodka Martini, a classic member of the Martini family, is a modern twist on the original Gin Martini. Its origins are murky, likely arising in the early 20th century as vodka gained popularity in the U.S. The simplicity of its ingredients ? vodka, dry vermouth, and an olive garnish ? has made it an enduring icon.","The clear martini glass holds a single layer of lemon zest as a garnish, creating a simple yet sophisticated presentation against the black backdrop. The transparent liquid inside reflects the vibrant yellow zest slice, adding a touch of color to the drink."
407,vodka russian,Alcoholic,ordinary drink,collins glass,Mix it as a ordinary drink .,https://www.thecocktaildb.com/images/media/drink/rpttur1454515129.jpg,"['vodka','schweppes russchian']","['2 oz', none]","The Vodka Russian is a simple highball, a classic cocktail style dating back to the 19th century. This particular iteration, likely a modern invention, plays on the Russian name, pairing vodka with a popular Schweppes mixer. The combination offers a refreshing, slightly sweet and bubbly drink.","The drink appears to be a clear cocktail, possibly a gin rickey, served in a textured glass with a blue-striped straw and a lime wedge as a garnish. The green lime slice on the glass suggests the potential use of absinthe or a similar ingredient."
408,vermouth cassis,Alcoholic,ordinary drink,highball glass,"Stir vermouth and creme de cassis in a highball glass with ice cubes. Fill with carbonated water, stir again, and serve.",https://www.thecocktaildb.com/images/media/drink/tswpxx1441554674.jpg,"['dry vermouth','creme de cassis','carbonated water']","['1 1/2 oz','3/4 oz', none]","The Vermouth Cassis, a refreshing and elegant cocktail, belongs to the?Fizz family, characterized by its light, bubbly nature. This drink likely originated in the early 20th century, gaining popularity as a sophisticated alternative to the traditional Gin Fizz. Its combination of dry vermouth, sweet cr?me de cassis, and carbonated water creates a harmonious balance of bitter, sweet, and effervescent flavors.","The vibrant red cocktail is served in a short glass with ice cubes, topped with a slice of lemon for a pop of yellow contrast."
409,victory collins,Alcoholic,ordinary drink,collins glass,Shake all ingredients (except orange slice) with ice and strain into a collins glass over ice cubes. Add the slice of orange and serve.,https://www.thecocktaildb.com/images/media/drink/lx0lvs1492976619.jpg,"['vodka','lemon juice','grape juice','powdered sugar','orange']","['1 1/2 oz','3 oz','3 oz unsweetened','1 tsp','1 slice']","The Victory Collins is a twist on the classic Collins family, a refreshing highball originating in the 19th century. This patriotic spin likely emerged during World War II, using the colors of the American flag (red, white, and blue) in its vibrant grape, lemon, and vodka composition.","The vibrant red cocktail is served in a clear mason jar with fresh lemon slices, grape halves, mint leaves, and orange slices adding pops of color and texture."
410,vodka and tonic,Alcoholic,ordinary drink,highball glass,"Pour vodka into a highball glass over ice cubes. Fill with tonic water, stir, and serve.",https://www.thecocktaildb.com/images/media/drink/lmj2yt1504820500.jpg,"['vodka','tonic water']","['2 oz', none]","The Vodka and Tonic belongs to the Highball family, characterized by its tall, ice-filled glass and simple mixing of spirits with a carbonated mixer. While its exact origin is debated, it likely emerged in the late 20th century as a straightforward and refreshing alternative to the Gin and Tonic.","The cocktail is served in a clear highball glass filled with ice cubes, garnished with a lemon slice on the rim for a bright twist of citrus. The sparkling water creates a refreshing contrast against the vibrant yellow slice of lemon, enhancing its visual appeal."
411,valencia cocktail,Alcoholic,ordinary drink,cocktail glass,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",https://www.thecocktaildb.com/images/media/drink/9myuc11492975640.jpg,"['apricot brandy','orange juice','orange bitters']","['1 1/2 oz','1 tblsp','2 dashes']","The Valencia Cocktail is a vibrant, citrus-forward drink belonging to the Sour family. It likely originated in the early 20th century, drawing inspiration from the popular Sidecar, with its base of brandy and citrus. The orange bitters add a subtle, aromatic complexity.","The cocktail boasts a vibrant yellow hue, reminiscent of summer peach juice, elegantly served in stemmed coupe glasses with fresh mint garnish atop."
412,whisky mac,Alcoholic,ordinary drink,collins glass,Pour both of the ingredients into a wine goblet with no ice.,https://www.thecocktaildb.com/images/media/drink/yvvwys1461867858.jpg,"['scotch','wine']","['1 1/2 oz','1 oz green ginger']","The Whisky Mac, a simple blend of Scotch whisky and sweet wine, is a member of the wine-based cocktail family. It��s a classic British drink, popularized in the early 20th century, likely originating from Scottish pubs as a quick and flavorful way to enjoy whisky.","The drink in the faceted highball glass is a rich amber hue, adorned with a slice of orange as a fresh garnish."
413,white lady,Alcoholic,ordinary drink,cocktail glass,Add all ingredients into cocktail shaker filled with ice. Shake well and strain into large cocktail glass.,https://www.thecocktaildb.com/images/media/drink/jofsaz1504352991.jpg,"['gin','triple sec','lemon juice']","['4cl','3cl','2cl']","The White Lady, a classic gin sour, belongs to the?sour family, characterized by a base spirit, citrus juice, and sweetener. Originating in the 1920s at Harry��s New York Bar in Paris, it��s a refreshing and tart cocktail with a rich history.","The cocktail is presented in a classic martini glass, containing a pale, creamy yellow liquid with a lemon twist adorning the rim, offering a vibrant and sophisticated appearance."
414,wine punch,Alcoholic,punch / party drink,collins glass,Combine all of the ingredients and pour over a block of ice.,https://www.thecocktaildb.com/images/media/drink/txustu1473344310.jpg,"['red wine','lemon','orange juice','orange','pineapple juice']","['1 bottle','2','1 cup','3','1 cup']","Wine Punch falls into the?punch?family, a historical category of large-batch cocktails often served at social gatherings. Its origins are likely rooted in the 17th century, where punches were popular in both Europe and the Caribbean, evolving over time to incorporate various fruit juices and spirits.","The vibrant pink drink is served in a clear lowball glass filled with crushed ice and adorned with a bright yellow lemon wedge, adding a fresh and colorful accent to the beverage."
